HCPCS_Cd,HCPCS_Desc,Brnd_Name,Gnrc_Name,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Tot_Benes_2019,Avg_Spndng_Per_Dsg_Unt_2019,Avg_Spndng_Per_Clm_2019,Avg_Spndng_Per_Bene_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Tot_Benes_2020,Avg_Spndng_Per_Dsg_Unt_2020,Avg_Spndng_Per_Clm_2020,Avg_Spndng_Per_Bene_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Tot_Benes_2021,Avg_Spndng_Per_Dsg_Unt_2021,Avg_Spndng_Per_Clm_2021,Avg_Spndng_Per_Bene_2021,Outlier_Flag_2021,Tot_Spndng_2022,Tot_Dsg_Unts_2022,Tot_Clms_2022,Tot_Benes_2022,Avg_Spndng_Per_Dsg_Unt_2022,Avg_Spndng_Per_Clm_2022,Avg_Spndng_Per_Bene_2022,Outlier_Flag_2022,Tot_Spndng_2023,Tot_Dsg_Unts_2023,Tot_Clms_2023,Tot_Benes_2023,Avg_Spndng_Per_Dsg_Unt_2023,Avg_Spndng_Per_Clm_2023,Avg_Spndng_Per_Bene_2023,Outlier_Flag_2023,Avg_DY23_ASP_Price,Chg_Avg_Spndng_Per_Dsg_Unt_22_23,CAGR_Avg_Spnd_Per_Dsg_Unt_19_23
Q4197,"Puraply xt, per square centimeter","Puraply xt, per square centimeter",,,,,,,,,,45591044.51,178980.0,5546,1589,254.7270338,8220.5273188,28691.657967,0,131736723.17,500938.0,17139,4325,262.98009568,7686.3716185,30459.357958,0,179023961.4,685342.5,25406,6104,261.21823964,7046.5229237,29328.95829,0,67473594.39,420100.4,15685,4491,160.61302105,4301.7911629,15024.180448,0,163.273,-0.385138567,-0.142497811
Q5111,"Injection, pegfilgrastim-cbqv (udenyca), biosimilar, 0.5 mg",Udenyca*,Pegfilgrastim-Cbqv*,143671107.98,417477.0,33319,11530,344.14137301,4311.987394,12460.633823,0,228110103.21,740575.0,58394,18134,308.01755826,3906.3962601,12579.138812,0,160042879.71,642976.2,50751,15627,248.90949262,3153.4921422,10241.433398,0,88617866.06,494544.0,39533,11446,179.19106502,2241.6175362,7742.2563393,0,67282230.34,490936.0,39251,11897,137.04888283,1714.1532786,5655.3946659,0,138.577,-0.235180154,-0.205608382
J0219,"Injection, avalglucosidase alfa-ngpt, 4 mg",Nexviazyme,Avalglucosidase Alfa-Ngpt,,,,,,,,,,,,,,,,,,,,,,,,,33477989.57,467247.5,977,86,71.6493712,34266.110102,389278.94849,0,67248349.21,925735.0,1958,112,72.643196174,34345.428606,600431.68937,0,73.907,0.0138706726,0.0138706726
J0180,"Injection, agalsidase beta, 1 mg",Fabrazyme,Agalsidase Beta,55316249.65,353198.0,3795,270,156.61541019,14576.086864,204874.9987,0,50489088.57,309496.0,3351,246,163.13325074,15066.872149,205240.19744,0,52527144.63,310621.0,3403,225,169.10364924,15435.540591,233453.97613,0,62283822.19,315008.0,3525,216,197.72139815,17669.169416,288351.02866,0,66506215.06,321886.0,3624,217,206.61418968,18351.604597,306480.25373,0,212.36625,0.0449763739,0.0717201915
J7327,"Hyaluronan or derivative, monovisc, for intra-articular injection, per dose",Monovisc,"Hyaluronate Sodium, Stabilized",103238751.06,93049.0,71856,60311,1109.5095171,1436.7450326,1711.7731601,0,48951069.49,66338.3,50569,42233,737.90057162,968.00548735,1159.071567,0,51788990.64,68760.0,51839,42828,753.18485515,999.03529466,1209.2320594,0,63304448.89,84050.0,63225,53244,753.17607246,1001.2566056,1188.9499078,0,65925781.07,94196.0,71020,58271,699.87877479,928.27064306,1131.3651914,0,713.137,-0.070763397,-0.108804576
J7201,"Injection, factor ix, fc fusion protein, (recombinant), alprolix, 1 i.u.",Alprolix,"Factor IX Rec, Fc Fusion Protn",51504864.45,12685659.9,1231,85,4.0600855498,41839.857392,605939.58176,1,54264032.29,12839436.0,1293,82,4.2263563828,41967.542374,661756.49134,1,54628099.86,12456996.0,1192,72,4.3853349443,45828.942836,758723.60917,1,58702153.38,13288481.8,1151,94,4.4175214493,51001.002068,624490.9934,1,65841028.0,17205019.0,1320,86,3.8268500604,49879.566667,765593.34884,0,3.41775,-0.13371104,-0.014681662
Q5108,"Injection, pegfilgrastim-jmdb (fulphila), biosimilar, 0.5 mg",Fulphila,Pegfilgrastim-Jmdb,89779455.1,266578.0,22171,7086,336.78493762,4049.4093681,12669.976729,0,74247739.7,254665.0,20538,6623,291.55062415,3615.1397264,11210.590322,0,75403320.91,330735.0,26371,8069,227.98712235,2859.3273259,9344.8160751,0,66298444.38,394087.0,31263,9550,168.2330155,2120.6680223,6942.2454848,0,65795869.48,562867.0,44580,13386,116.89416768,1475.9055514,4915.2748752,0,119.16675,-0.305165117,-0.232444044
J9274,"Injection, tebentafusp-tebn, 1 microgram",Kimmtrak,Tebentafusp-Tebn,,,,,,,,,,,,,,,,,,,,,,,,,10129431.24,52247.0,547,64,193.87584435,18518.155832,158272.36313,0,63236202.97,319378.0,3230,138,197.99799288,19577.771817,458233.35486,0,201.3415,0.0212617953,0.0212617953
J3304,"Injection, triamcinolone acetonide, preservative-free, extended-release, microsphere formulation, 1 mg",Zilretta,Triamcinolone Acetonide,37281800.07,2010101.6,52592,38509,18.547221727,708.88728457,968.13212678,0,51659540.78,2810969.4,70793,46226,18.377838186,729.72667891,1117.5429581,0,63872984.1,3588391.5,89035,56615,17.799892821,717.39185826,1128.1989596,0,62805233.64,3687371.2,90357,54666,17.032522693,695.07878349,1148.890236,0,62204627.03,3725397.2,90694,53468,16.697448269,685.87367444,1163.3991739,0,17.01375,-0.019672624,-0.025924072
J9204,"Injection, mogamulizumab-kpkc, 1 mg",Poteligeo,Mogamulizumab-Kpkc,11423419.23,58979.0,670,148,193.68621425,17049.879448,77185.265068,0,42735536.19,215153.0,2400,252,198.62858612,17806.473412,169585.46107,0,52270180.3,252713.0,2865,275,206.83613546,18244.39103,190073.38291,0,60408203.86,285582.0,3126,297,211.52665035,19324.441414,203394.62579,0,62069662.67,285787.0,3191,318,217.18854486,19451.476863,195187.61846,0,223.8735,0.026766814,0.029045437
J1932,"Injection, lanreotide, (cipla), 1 mg",Lanreotide Acetate,Lanreotide Acetate,,,,,,,,,,,,,,,,,,,,,,,,,10005400.25,167249.0,1399,686,59.823378615,7151.8229092,14585.13156,0,61439878.86,1139388.0,9479,1838,53.923579027,6481.6836016,33427.572829,0,55.5545,-0.098620301,-0.098620301
J7202,"Injection, factor ix, albumin fusion protein, (recombinant), idelvion, 1 i.u.",Idelvion,"Factor IX Recom,albumin Fusion",39779195.0,5956606.0,925,77,6.6781645454,43004.535135,516612.92208,1,51176327.21,8377490.2,1055,86,6.1087898629,48508.367024,595073.57221,1,54059876.15,8547084.0,1101,85,6.3249496729,49100.70495,635998.54294,1,60417525.06,9789452.0,1182,89,6.1716963381,51114.657411,678848.59618,1,60797617.07,10282865.0,1316,83,5.9125172868,46198.797166,732501.41048,1,4.895,-0.041994783,-0.029984158
Q5126,"Injection, bevacizumab-maly, biosimilar, (alymsys), 10 mg",Alymsys,Bevacizumab-Maly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59629047.93,880196.0,12413,2651,67.745193037,4803.75799,22493.039581,0,70.047333333,,
Q4186,"Epifix, per square centimeter","Epifix, per square centimeter",,54607645.5,353988.6,29902,7391,154.26385341,1826.2205036,7388.3974428,0,59551301.21,373339.9,28532,6383,159.5096083,2087.175845,9329.6727573,0,55200909.93,355696.0,25407,5717,155.19125863,2172.6654044,9655.5728406,0,53951093.65,351456.4,26507,6127,153.5072164,2035.3526861,8805.466566,0,58952651.38,398149.2,27538,6488,148.06673322,2140.7746162,9086.4135912,0,150.59475,-0.035441221,-0.010197994
J7189,"Factor viia (antihemophilic factor, recombinant), (novoseven rt), 1 microgram",Novoseven RT,"Coagulation Factor VIIA,recomb",47853824.7,6771947.0,913,104,7.0664795073,52413.827711,460132.92981,1,53810055.83,8148269.0,961,99,6.60386345,55993.814599,543535.91747,1,55643275.35,9441068.0,1047,111,5.893747969,53145.439685,501290.76892,1,61007123.72,11426625.0,1035,96,5.3390326295,58944.080889,635490.87208,1,58923708.21,25005986.0,1055,120,2.3563841158,55851.856123,491030.90175,0,2.37825,-0.558649613,-0.240092474
J7606,"Formoterol fumarate, inhalation solution, fda approved final product, non-compounded, administered through dme, unit dose form, 20 micrograms",Formoterol Fumarate*,Formoterol Fumarate*,129800783.9,11245406.0,185552,32876,11.542560927,699.53858703,3948.1927211,0,141416835.13,12009780.0,198326,32352,11.775139522,713.05242444,4371.1929751,0,131017582.5,11479143.0,188831,32212,11.413533441,693.83513565,4067.3532379,0,90165089.45,10915044.0,180181,30289,8.2606253763,500.41396956,2976.8262224,0,58086082.53,10318402.0,171426,28056,5.6293680484,338.84056403,2070.362223,0,5.71575,-0.31853004,-0.164321234
J7326,"Hyaluronan or derivative, gel-one, for intra-articular injection, per dose",Gel-One,"Hyaluronate Sod, Cross-Linked",87361986.1,87090.0,67577,58321,1003.1230463,1292.7769226,1497.950757,0,121449435.42,107977.0,83398,70676,1124.7713441,1456.2631648,1718.397128,0,174958379.18,147126.0,112562,93574,1189.1737638,1554.3289847,1869.732823,0,123698904.21,135074.0,102989,86894,915.78619283,1201.0885066,1423.5609387,0,58079535.43,114031.0,85814,71230,509.33110672,676.80722761,815.38025312,0,517.97325,-0.443831856,-0.155865796
J7325,"Hyaluronan or derivative, synvisc or synvisc-one, for intra-articular injection, 1 mg",Synvisc*,Hylan G-F 20*,90968624.02,8137180.1,185435,112376,11.179379454,490.56879241,809.50224265,0,63133945.94,5915488.3,130639,81346,10.672651646,483.27027871,776.11616969,0,64832002.15,6141733.6,133725,83641,10.555977574,484.81586951,775.12227436,0,59728789.78,5937449.3,127101,81013,10.059671546,469.93170612,737.27413847,0,56194348.79,6050110.4,125654,81234,9.2881526244,447.21496164,691.75897764,0,9.4555,-0.076694246,-0.045275843
J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",Epogen (J0885)*,Epoetin Alfa*,172129463.92,15776345.1,429499,57706,10.910604632,400.76802023,2982.8694403,0,95957132.67,10212908.4,276070,37323,9.3956715278,347.58261553,2570.9919532,0,58454183.1,7275734.5,198623,25914,8.0341281145,294.29715139,2255.6989697,0,56714689.08,7043069.0,188941,27024,8.0525533798,300.17142431,2098.678548,0,56122990.17,7633606.5,203270,29127,7.3520936886,276.10070433,1926.8373046,0,7.53525,-0.086986035,-0.093974224
J9304,"Injection, pemetrexed (pemfexy), 10 mg",Pemfexy,Pemetrexed,,,,,,,,,,,,,,,,,,,,,,,,,18389655.67,239031.4,2790,832,76.934058329,6591.2744337,22102.951526,0,55100997.35,794905.0,9193,2363,69.317713878,5993.7993419,23318.238405,0,72.455,-0.098998345,-0.098998345
J0875,"Injection, dalbavancin, 5 mg",Dalvance,Dalbavancin HCL,27679564.77,2100586.0,8827,5013,13.177068099,3135.7839323,5521.556906,0,34199277.57,2448862.0,9928,5498,13.965375579,3444.7298116,6220.3123991,0,44071350.95,3073243.0,12475,6650,14.340340464,3532.7736232,6627.2708195,0,47053003.15,3216103.0,13139,7039,14.630440365,3581.1708007,6684.6147393,0,54207841.22,3675715.0,14921,7631,14.747563731,3632.9898278,7103.6353322,0,15.03525,0.0080054573,0.0285499154
J9227,"Injection, isatuximab-irfc, 10 mg",Sarclisa,Isatuximab-Irfc,,,,,,,,,5821763.47,91502.0,964,228,63.624439575,6039.1737241,25534.050307,0,28633447.14,437542.0,5303,623,65.441596784,5399.4808863,45960.58931,0,42512757.04,622598.4,7444,777,68.282791989,5711.0098119,54713.973024,0,54190478.15,759613.5,8993,911,71.339540635,6025.8510119,59484.608288,0,73.15875,0.0447660173,0.0388881188
Q5106,"Injection, epoetin alfa-epbx, biosimilar, (retacrit) (for non-esrd use), 1000 units",Retacrit (Q5106),Epoetin Alfa-Epbx,38392728.09,3793084.0,97924,18128,10.121771121,392.06658317,2117.868937,0,68136756.66,8028439.9,207034,31352,8.4869236749,329.1090191,2173.2826187,0,87251749.98,10088980.1,266216,37266,8.6482230231,327.74795647,2341.3231895,0,73065603.97,9048753.8,244317,34583,8.074659294,299.06066287,2112.7607197,0,53340473.23,6872396.5,190183,29006,7.7615535178,280.46919667,1838.9461915,0,7.6905,-0.038776345,-0.064221558
J1449,"Injection, eflapegrastim-xnst, 0.1 mg",Rolvedon,Eflapegrastim-Xnst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52360428.2,1633180.5,12563,4246,32.060404958,4167.8284009,12331.707065,0,31.5575,,
J7340,"Carbidopa 5 mg/levodopa 20 mg enteral suspension, 100 ml",Duopa,Carbidopa/Levodopa,55654305.23,262036.0,8292,848,212.39182872,6711.8071913,65630.076922,0,59128734.57,273447.0,8541,867,216.23471667,6922.9287636,68199.232491,0,56144672.48,264478.0,8172,818,212.2848497,6870.3710817,68636.518924,0,50278780.42,238959.0,7390,776,210.40756121,6803.6238728,64792.242809,0,52291875.59,238708.0,7244,725,219.06209926,7218.6465475,72126.724952,0,223.1945,0.0411322578,0.0077605659
Q4164,"Helicoll, per square centimeter","Helicoll, per square centimeter",,,,,,,,,,,,,,,,,,,,,,,,,,5580090.6,7850.0,133,64,710.83956688,41955.568421,87188.915625,0,51293291.5,40293.0,2090,548,1273.0075075,24542.244737,93600.896898,0,1337.847,0.79085066,0.79085066
J7312,"Injection, dexamethasone, intravitreal implant, 0.1 mg",Ozurdex,Dexamethasone,52143328.03,268210.0,36760,17418,194.41231882,1418.4800879,2993.6461149,0,50706133.51,257901.4,35157,16240,196.61053996,1442.277029,3122.2988615,0,51773256.65,262677.0,35808,16593,197.09855317,1445.8572568,3120.1866239,0,52772487.05,267591.2,36332,17057,197.21308866,1452.507075,3093.8903119,0,50941464.15,257070.4,34875,16266,198.16153143,1460.6871441,3131.7757377,0,202.5425,0.0048092283,0.0047867337
Q4159,"Affinity, per square centimeter","Affinity, per square centimeter",,6566230.26,10956.0,1054,440,599.32733297,6229.819981,14923.250591,0,112920629.05,135632.0,13294,3147,832.55152951,8494.1047879,35881.992072,0,234391915.23,261481.1,25730,6093,896.40098359,9109.6741248,38469.048946,0,70153528.53,137097.6,14066,3418,511.70500818,4987.4540402,20524.730407,0,49695745.98,122110.5,12387,3014,406.97356886,4011.927503,16488.303245,0,417.155,-0.204671515,-0.092230619
J9311,"Injection, rituximab 10 mg and hyaluronidase",Rituxan Hycela,"Rituximab/Hyaluronidase,human",117595637.92,2667688.0,18783,4962,44.081481013,6260.7484385,23699.241822,0,97461480.72,2333437.0,16321,4336,41.767350359,5971.5385528,22477.278764,0,68338781.28,1878514.0,13051,3580,36.3791706,5236.2869726,19089.04505,0,57526961.24,1550398.0,10743,2911,37.104641028,5354.832099,19761.924164,0,49559522.1,1354021.7,9421,2643,36.601719234,5260.5373209,18751.238025,0,37.31325,-0.013554148,-0.045422207
J7323,"Hyaluronan or derivative, euflexxa, for intra-articular injection, per dose",Euflexxa,Hyaluronate Sodium,60608180.79,433308.0,319038,95570,139.87320979,189.97166729,634.17579565,0,47533159.41,334756.0,243780,73846,141.99345018,194.98383547,643.67954134,0,49083316.47,366348.0,264828,79084,133.9800312,185.34035853,620.64787403,0,48828968.1,375443.0,271500,81582,130.056941,179.84886961,598.52624476,0,48467559.37,384810.2,277582,83513,125.95185723,174.60627624,580.35945745,0,128.4025,-0.031563742,-0.025868676
J9349,"Injection, tafasitamab-cxix, 2 mg",Monjuvi,Tafasitamab-Cxix,,,,,,,,,,,,,,,,,32609272.19,2584966.0,4864,565,12.614971412,6704.2089206,57715.526,0,47897376.83,3758752.0,7017,699,12.742893607,6825.9052059,68522.713634,0,46746004.52,3593877.0,6728,632,13.007124206,6947.9792687,73965.197025,0,13.22225,0.0207355258,0.0154241974
Q4173,"Palingen or palingen xplus, per square centimeter","Palingen or palingen xplus, per square centimeter",,4926024.53,25211.0,1413,303,195.39187379,3486.2169356,16257.5067,0,17253337.3,67355.0,3232,523,256.15525648,5338.2850557,32989.172658,1,30725355.73,87923.0,4339,983,349.45754501,7081.2066674,31256.719969,0,59168074.61,131041.0,7978,1556,451.5233752,7416.4044385,38025.754891,0,46350376.93,91030.0,3623,832,509.1769409,12793.369288,55709.587656,0,384.1435,0.1276867796,0.2705464803
J1786,"Injection, imiglucerase, 10 units",Cerezyme,Imiglucerase,37504734.57,1014214.0,2442,300,36.979113451,15358.204165,125015.7819,0,35829480.43,940776.0,2144,174,38.085028136,16711.511395,205916.5542,0,39031430.1,992785.0,2183,135,39.315088463,17879.720614,289121.70444,0,43717470.51,1012266.0,2321,144,43.187729816,18835.618488,303593.54521,0,45952004.44,1055142.0,2331,140,43.550540534,19713.429618,328228.60314,0,44.2785,0.0084007823,0.0417398164
J8521,"Capecitabine, oral, 500 mg",Capecitabine (J8521)*,Capecitabine*,31311019.36,8827502.0,116037,27054,3.5469852468,269.83651215,1157.3526783,0,21476987.54,9039624.0,118971,26477,2.3758717774,180.52287986,811.15638252,0,18199047.71,8584849.0,113754,25636,2.1199030653,159.98600234,709.90200148,0,7473721.24,8199889.0,108767,24489,0.9114417573,68.713132108,305.18686921,0,45099802.95,7404686.0,98360,22810,6.0907110646,458.51772011,1977.1943424,1,6.728,5.6825016691,0.1447275996
J3032,"Injection, eptinezumab-jjmr, 1 mg",Vyepti,Eptinezumab-Jjmr,,,,,,,,,1155142.7,74137.0,604,593,15.581190229,1912.4879139,1947.9640809,0,12936886.29,830569.0,5118,2236,15.57593203,2527.7229953,5785.7273211,0,25996801.33,1626578.0,8403,3387,15.98251134,3093.7523896,7675.465406,0,45074964.37,2680148.0,12859,4835,16.818087796,3505.3242375,9322.6399938,0,17.19325,0.0522806734,0.0257904743
Q0138,"Injection, ferumoxytol, for treatment of iron deficiency anemia, 1 mg (non-esrd use)",Feraheme (Q0138)*,Ferumoxytol*,81059721.6,87756867.0,163663,70290,0.9236852268,495.28434405,1153.2184038,0,85061348.53,87344299.0,162983,68610,0.9738626276,521.90319561,1239.7806228,0,86557906.39,95763866.0,178909,75175,0.903868129,483.80968196,1151.4187747,0,77305080.16,95905992.0,178936,76485,0.8060505767,432.02642375,1010.7221045,0,44335826.05,88549739.0,163053,70753,0.5006883877,271.9105202,626.62821435,0,0.51,-0.378837505,-0.141953389
J1554,"Injection, immune globulin (asceniv), 500 mg",Asceniv,"Immune Globulin,gamma(Igg)slra",,,,,,,,,,,,,,,,,4937131.55,12515.0,110,19,394.49712745,44883.014091,259849.02895,1,16956466.29,37879.0,483,56,447.64820323,35106.555466,302794.04089,0,42966405.86,89527.0,1472,166,479.92679147,29189.134416,258833.77024,0,486.713,0.072107043,0.102974761
Q5123,"Injection, rituximab-arrx, biosimilar, (riabni), 10 mg",Riabni,Rituximab-Arrx,,,,,,,,,,,,,,,,,11960083.07,164384.0,2226,782,72.756977991,5372.9034456,15294.223875,0,28084382.74,521203.0,6988,1949,53.883770316,4018.9442959,14409.637116,0,42878561.61,968152.0,12878,4234,44.289080237,3329.5978886,10127.199247,0,45.75225,-0.178062708,-0.219790912
J7205,"Injection, factor viii fc fusion protein (recombinant), per iu",Eloctate,"Antihemoph.FVIII Rec,fc Fusion",70333515.55,22473504.0,2003,155,3.1296194643,35114.086645,453764.61645,1,68572400.29,22717988.0,1807,144,3.0184187213,37948.201599,476197.22424,0,62519533.71,21375729.0,1754,137,2.9247907152,35643.975889,456346.96139,0,52236677.8,19962305.0,1304,126,2.6167658394,40058.801994,414576.80794,0,42302178.82,18012974.0,1033,114,2.3484283506,40950.802343,371071.74404,0,2.167,-0.102545472,-0.06927486
Q4234,"Xcellerate, per square centimeter","Xcellerate, per square centimeter",,,,,,,,,,393040.0,1196.0,92,17,328.62876254,4272.173913,23120.0,0,2056148.12,5863.0,428,121,350.69898004,4804.0843925,16992.959669,0,13599334.29,21488.0,1836,537,632.88041186,7407.0448203,25324.64486,1,41728876.84,51706.0,4640,1155,807.04128805,8993.2924224,36128.897697,0,683.03633333,0.2751876546,0.3491598054
J2327,"Injection, risankizumab-rzaa, intravenous, 1 mg",Skyrizi*,Risankizumab-Rzaa*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41263285.68,2740645.0,4845,1978,15.056049098,8516.674031,20861.115106,0,15.598,,
J0185,"Injection, aprepitant, 1 mg",Cinvanti,Aprepitant,58874565.8,27367718.0,200249,49494,2.1512413202,294.00679055,1189.5293531,0,39325804.29,20344740.0,146465,36518,1.9329715833,268.49967084,1076.8882274,0,27803163.32,18706743.0,134916,32679,1.4862642481,206.07758398,850.79602558,0,35607662.21,21173369.0,154319,35760,1.6817192488,230.74062306,995.73999469,0,40374151.11,23449399.0,170666,38524,1.7217563277,236.56821575,1048.0259347,0,1.75075,0.0238072312,-0.054153548
J7605,"Arformoterol, inhalation solution, fda approved final product, non-compounded, administered through dme, unit dose form, 15 micrograms",Arformoterol Tartrate*,Arformoterol Tartrate*,207354652.19,20978518.0,350009,53498,9.8841420633,592.42662957,3875.9327861,0,213288985.2,19717361.0,327206,47348,10.817319072,651.84924848,4504.7094956,0,181314390.26,16624292.0,274147,41127,10.906593211,661.37652522,4408.6461512,0,87130822.81,14884923.0,244679,38438,5.8536293947,356.10257852,2266.7886677,0,40292488.69,13621572.0,225868,35408,2.957991096,178.38954031,1137.9487316,0,3.003,-0.494674005,-0.260370081
J7308,"Aminolevulinic acid hcl for topical administration, 20%, single unit dosage form (354 mg)",Levulan,Aminolevulinic Acid HCL,50895706.58,131213.5,116414,78859,387.88468092,437.19575463,645.40136928,0,36413944.8,94052.0,83914,58209,387.16821333,433.94361847,625.57241664,0,36088116.98,93589.5,83891,56893,385.60006176,430.17864825,634.31559208,0,37902549.73,97771.0,87290,60199,387.66658549,434.21411078,629.62091945,0,39915626.51,103880.0,92924,63865,384.24746352,429.55131624,625.00002364,0,391.02175,-0.008819749,-0.002352553
J0491,"Injection, anifrolumab-fnia, 1 mg",Saphnelo,Anifrolumab-Fnia,,,,,,,,,,,,,,,,,,,,,,,,,15474475.83,983503.0,3408,775,15.734040293,4540.6325792,19967.065587,0,39863662.59,2497996.0,8494,1372,15.958257175,4693.1554733,29055.14766,0,16.448,0.0142504327,0.0142504327
J1566,"Injection, immune globulin, intravenous, lyophilized (e.g., powder), not otherwise specified, 500 mg",Carimune NF Nanofiltered*,Immun Globg(Igg)/Sucr/Iga Ov50*,34322234.92,706763.0,8816,1566,48.562580271,3893.1754673,21917.135964,0,30458987.96,534807.0,6817,865,56.953233522,4468.0927035,35212.702844,0,31007893.03,542088.0,6788,797,57.200847519,4568.0455259,38905.762898,0,36200928.01,515240.0,6651,800,70.260321423,5442.9300872,45251.160013,0,39784503.68,538368.0,7117,861,73.898344032,5590.0665561,46207.321347,0,75.27325,0.0517791911,0.1106653883
J7195,"Injection, factor ix (antihemophilic factor, recombinant) per iu, not otherwise specified",Benefix,Factor IX Human Recombinant,43476315.29,23273382.0,1495,235,1.8680703685,29081.147351,185005.59698,0,43552395.31,22045737.0,1179,218,1.9755472593,36940.114767,199781.62986,0,37587828.31,18838651.0,1147,236,1.9952505256,32770.556504,159270.45894,0,41703621.14,22938478.0,1236,225,1.8180640032,33740.793803,185349.42729,0,39240782.51,22154551.0,1101,199,1.7712289683,35641.037702,197189.86186,0,1.69775,-0.025760938,-0.013219932
Q5116,"Injection, trastuzumab-qyyp, biosimilar, (trazimera), 10 mg",Trazimera,Trastuzumab-Qyyp,,,,,,,,,11199931.43,134772.0,3127,775,83.102806443,3581.6857787,14451.524426,0,59996201.53,921566.5,21326,2993,65.102411524,2813.2890148,20045.506692,0,63971431.2,1345070.0,31066,4199,47.559927141,2059.2104294,15234.920505,0,39207374.28,1563044.0,36797,4877,25.083986299,1065.5046411,8039.240164,0,24.616,-0.472581482,-0.329199123
Q5117,"Injection, trastuzumab-anns, biosimilar, (kanjinti), 10 mg",Kanjinti,Trastuzumab-Anns,18019180.62,206552.0,4856,1598,87.237986657,3710.704411,11276.082991,0,176494796.46,2164270.8,49982,6950,81.549312803,3531.1671494,25394.934742,0,159309828.7,2528609.0,58327,7550,63.002950911,2731.3221784,21100.639563,0,84560974.15,2095457.0,47827,6162,40.354430633,1768.059342,13722.975357,0,39011484.34,1445860.0,32436,4538,26.981508818,1202.7218011,8596.6250198,0,26.9,-0.331386705,-0.254255345
J9041,"Injection, bortezomib, 0.1 mg",Bortezomib (J9041)*,Bortezomib*,407991506.42,10045709.4,262694,19594,40.61350873,1553.1055388,20822.267348,0,381250143.0,9283206.7,241147,18055,41.068798242,1580.9864647,21116.04226,0,362797565.79,8870983.8,232184,17267,40.897106112,1562.5433526,21011.036416,0,306458971.88,7698889.3,204399,15807,39.805608308,1499.3173738,19387.548041,0,38841665.98,7631761.2,202471,15707,5.0894760675,191.83816932,2472.8889018,0,5.1365,-0.872141734,-0.405022365
J1823,"Injection, inebilizumab-cdon, 1 mg",Uplizna,Inebilizumab-Cdon,,,,,,,,,,,,,,,,,13521358.23,31800.0,164,52,425.19994434,82447.30628,260026.11981,0,27573166.54,61411.0,339,106,448.99393496,81336.774454,260124.21264,0,38276759.6,87287.0,475,158,438.51615475,80582.651789,242257.97215,0,467.8875,-0.023336129,0.0155380477
J9281,"Mitomycin pyelocalyceal instillation, 1 mg",Jelmyto,Mitomycin,,,,,,,,,,,,,,,,,26431754.32,95994.0,1455,299,275.34798342,18166.154172,88400.51612,0,29464809.48,107123.0,1703,331,275.0558655,17301.708444,89017.551299,0,38116311.43,132975.0,1770,390,286.64268795,21534.639226,97734.131872,0,292.58775,0.0421253422,0.0203037522
Q5114,"Injection, trastuzumab-dkst, biosimilar, (ogivri), 10 mg",Ogivri,Trastuzumab-Dkst,,,,,,,,,28856143.52,340194.0,7515,1298,84.822611569,3839.8061903,22231.235378,0,46807920.04,732464.0,15700,2257,63.904738035,2981.3961809,20738.998689,0,37635757.49,762924.0,16239,2431,49.330939242,2317.6154622,15481.595019,0,38003212.92,910546.0,19968,2940,41.736730401,1903.2057752,12926.262898,0,42.5435,-0.153944136,-0.210530067
J0222,"Injection, patisiran, 0.1 mg",Onpattro,"Patisiran Sodium,lipid Complex",13208912.71,136885.0,532,152,96.496421887,24828.783289,86900.741513,0,60532021.65,621134.0,2340,215,97.454046389,25868.385321,281544.28674,0,82896518.89,851191.0,3170,279,97.388857366,26150.321416,297120.13939,0,98102746.27,1007673.0,3785,338,97.35573571,25918.823321,290244.81145,0,37700003.09,381507.0,1458,174,98.818640523,25857.34094,216666.68443,0,100.5335,0.0150263855,0.0059627889
J7329,"Hyaluronan or derivative, trivisc, for intra-articular injection, 1 mg",Trivisc,Hyaluronate Sodium,66327.98,9704.0,327,118,6.8351174773,202.83785933,562.10152542,0,96236.58,12590.0,373,106,7.6438903892,258.00691689,907.89226415,0,7221233.1,381310.0,11763,3928,18.937958879,613.89382811,1838.3994654,0,43809036.67,3501937.3,112237,35387,12.509943188,390.3261551,1237.9980408,0,37644545.58,4213068.0,127944,39016,8.9351858503,294.22673654,964.84892301,0,8.8325,-0.285753283,0.0692749722
J9272,"Injection, dostarlimab-gxly, 10 mg",Jemperli,Dostarlimab-Gxly,,,,,,,,,,,,,,,,,,,,,,,,,4502156.68,20835.0,319,79,216.08623374,14113.343824,56989.325063,0,35992091.19,160890.0,2657,656,223.70620418,13546.13895,54865.992668,0,226.40875,0.0352635626,0.0352635626
